  -0.24733,  -0.39122,   0.74614,  -0.60077,   0.47960,   0.32904,  -0.20201,   0.48667,  -0.70576,  -0.51986,   0.33577,   0.40544,  -0.55166,   0.04642,  -0.15091,  -0.40371,   0.58525,   0.61782,  -0.19425,  -0.48344,   0.24473,   0.69383,  -0.25659,  -0.12062,  -0.11065,  -0.90913,  -0.39661,  -0.10116,  -0.19659,  -0.61729,   0.58121,  -0.19788,  -0.65423,   0.22859,  -0.46138,   0.89685,  -0.00437,   0.28871,   0.21887,  -0.26741,   0.84350,   0.33299,  -0.82563,  -0.66248,  -0.56139,   0.62414,   0.87641,  -0.06113,  -0.17619,  -0.47152,   0.60051,  -0.22416,   0.76301,   0.01473,  -0.25484,   0.57554,  -0.46704,   0.37097,   0.57882,  -0.52432,   0.73071,   0.49993,  -0.43851,   0.53863,  -0.51626,   0.43258,   0.83775,   0.21535,  -0.35321,   0.48695,   0.81377,   0.17253,  -0.35062,   0.19373,   0.16462,  -0.30448,   0.36887,  -0.73936,   0.52199,   0.42418,   0.49589,   0.66189,   0.15571,  -0.81010,  -0.47360,  -0.58668,   0.36149,  -0.43787,   0.87756,  -0.68117,  -0.37364,  -0.65775,  -0.43405,   0.54384,  -0.58606,   0.85579,   0.00097,   0.47777,   0.21200,   0.21525,   0.74711,   0.47066,  -0.60052,  -0.18696,   0.49926,  -0.73835,  -0.27401,  -0.38734,  -0.27605,  -0.50613,  -0.32750,  -0.86631,  -0.65331,  -0.46075,  -0.59667,  -0.78423,   0.88104,  -0.22742,  -0.28399,  -0.16567,   0.32473,   0.56922,  -0.37141,  -0.12606,  -0.89029,  -0.05748,   0.76641,   0.08374
  -0.34173,  -0.46183,  -0.16136,  -0.75364,  -0.33018,   0.52373,   0.23490,  -0.41796,   0.77841,  -0.36406,   0.04213,   0.04769,   0.75047,  -0.35839,  -0.33644,  -0.23347,   0.31804,  -0.42739,  -0.48109,   0.88381,  -0.46873,   0.73077,  -0.61337,  -0.51724,  -0.86637,  -0.37750,   0.41195,  -0.32723,  -0.45077,   0.16768,  -0.00660,   0.58487,   0.63309,   0.04850,  -0.35099,   0.28518,   0.25147,  -0.61533,  -0.28774,  -0.35850,   0.80953,   0.58555,   0.03518,  -0.00341,   0.07689,   0.12907,   0.80328,  -0.25481,  -0.22252,   0.37505,   0.38857,  -0.29453,   0.00803,  -0.09443,  -0.06210,   0.91457,   0.79030,  -0.54661,   0.35543,   0.09153,   0.78548,  -0.31444,  -0.28569,  -0.27912,  -0.36918,   0.84671,   0.67433,  -0.34300,  -0.11725,  -0.39419,  -0.80043,  -0.58075,   0.60350,  -0.09629,  -0.61050,   0.09190,   0.10783,  -0.62047,   0.11970,  -0.67592,  -0.25511,  -0.03961,  -0.42778,  -0.12341,   0.82950,   0.03945,  -0.50275,   0.35625,  -0.55894,  -0.01285,   0.72837,   0.41975,  -0.43615,   0.68212,  -0.70888,  -0.06388,  -0.52772,   0.55085,  -0.89883,  -0.93750,   0.02362,  -0.36503,  -0.48997,  -0.46854,  -0.08820,   0.12774,   0.09058,  -0.24959,   0.34094,  -0.41527,   0.31970,  -0.57258,  -0.13217,   0.34966,  -0.47217,  -0.51935,  -0.10918,   0.09708,  -0.68002,   0.93750,   0.58960,  -0.47512,  -0.53807,   0.14652,   0.67108,   0.58451,   0.74566,   0.40499
   0.12324,  -0.53687,   0.75611,   0.61806,  -0.27079,  -0.30806,  -0.36085,  -0.12083,  -0.46469,  -0.48461,  -0.48121,   0.82936,   0.50222,  -0.25292,  -0.07725,   0.03340,   0.37192,  -0.29899,   0.90634,  -0.55682,  -0.73015,   0.18853,  -0.57008,  -0.24734,   0.39916,   0.86342,  -0.16260,   0.46264,  -0.18801,   0.37474,   0.50441,  -0.24105,   0.44099,  -0.47777,   0.80372,   0.43792,  -0.46908,   0.58663,  -0.21182,  -0.48847,  -0.63821,  -0.48234,  -0.67357,   0.61506,   0.52758,   0.44721,  -0.13702,  -0.36840,  -0.06048,   0.82625,   0.08320,   0.33805,   0.24116,   0.73196,  -0.53678,   0.82439,   0.53525,  -0.19278,   0.28196,  -0.65033,  -0.14586,   0.10332,   0.31925,  -0.29280,  -0.50643,  -0.40658,  -0.37553,  -0.60233,  -0.43423,   0.86217,   0.75617,  -0.31463,   0.12711,  -0.32084,   0.46429,  -0.63319,  -0.56814,  -0.51173,   0.74972,  -0.34723,  -0.34896,  -0.21486,   0.50212,  -0.65751,   0.17959,  -0.38647,  -0.38703,   0.92917,  -0.61148,   0.34781,   0.31136,  -0.79086,  -0.67392,   0.71967,  -0.49478,   0.68544,   0.19797,   0.49290,  -0.80956,   0.81641,  -0.46745,   0.36932,   0.17430,  -0.37889,  -0.32075,  -0.68536,  -0.53206,   0.63683,  -0.17899,  -0.02555,  -0.82872,  -0.55981,  -0.48159,  -0.70733,  -0.39952,  -0.32043,   0.93218,   0.63514,   0.80651,   0.73782,  -0.24014,  -0.43428,  -0.39863,   0.79511,  -0.78245,   0.74533,  -0.24372,  -0.70511
  -0.48502,  -0.20005,   0.02558,   0.60930,  -0.41505,  -0.69461,   0.55804,  -0.31569,  -0.46892,   0.80765,  -0.14725,   0.65953,   0.52805,  -0.04215,  -0.25905,  -0.23095,  -0.12213,  -0.53624,  -0.55406,  -0.20061,   0.16057,  -0.73750,  -0.58701,  -0.30298,  -0.51845,  -0.50397,  -0.28543,   0.59146,  -0.10028,  -0.48820,   0.55522,  -0.76785,   0.61541,   0.07354,  -0.55045,   0.26824,   0.64965,  -0.60213,  -0.05623,   0.53526,  -0.25810,  -0.29246,  -0.58994,  -0.48752,  -0.37264,   0.62935,   0.58641,   0.51583,  -0.09225,  -0.26301,  -0.58578,  -0.58634,   0.65679,   0.51723,  -0.44630,  -0.75865,  -0.22619,   0.01355,  -0.63664,   0.00573,   0.19918,   0.70787,  -0.68631,   0.81872,  -0.28166,   0.42994,   0.28151,  -0.62129,  -0.23298,   0.68564,  -0.00116,   0.27647,   0.74905,  -0.38332,  -0.11348,   0.33808,   0.81791,   0.36219,   0.18266,   0.52036,   0.63288,  -0.63582,  -0.49042,  -0.46312,   0.68373,  -0.44659,   0.56232,  -0.23009,  -0.62683,   0.41194,  -0.39864,  -0.55940,  -0.23670,  -0.06342,   0.42045,  -0.79497,  -0.56158,   0.49036,  -0.79095,  -0.52414,   0.35470,   0.02383,  -0.35265,  -0.54226,  -0.64205,   0.12175,  -0.59116,  -0.13215,  -0.40238,  -0.40878,   0.61041,   0.38184,  -0.40421,  -0.12874,   0.37762,   0.57199,  -0.37194,   0.12413,  -0.34815,  -0.06003,   0.75169,   0.73773,   0.72067,   0.46066,   0.57911,  -0.02419,   0.10403,   0.25121
  -0.29799,  -0.40921,   0.78282,  -0.20603,   0.63954,  -0.30625,   0.07679,   0.47631,  -0.55583,   0.14215,   0.13650,   0.57138,  -0.44962,  -0.24619,  -0.09491,  -0.76719,   0.05691,  -0.51011,   0.68365,  -0.60749,  -0.64082,  -0.03139,  -0.39990,  -0.24539,   0.42361,   0.34657,  -0.69823,  -0.67593,  -0.38067,   0.25108,   0.60037,   0.10924,   0.74630,  -0.07855,   0.19268,  -0.32590,  -0.38749,  -0.43464,   0.20506,   0.44026,   0.13356,  -0.33591,  -0.34690,  -0.76412,  -0.72458,   0.43486,   0.81844,  -0.48517,  -0.85287,   0.37436,  -0.40911,   0.38605,  -0.74334,   0.88727,  -0.43190,  -0.22963,  -0.03552,  -0.11734,  -0.55669,  -0.41457,  -0.52449,   0.51946,  -0.57918,   0.40486,  -0.64201,  -0.22732,   0.76154,  -0.31491,   0.23393,  -0.54635,  -0.18389,   0.86114,   0.44724,  -0.19078,   0.41136,   0.09143,   0.74373,  -0.75564,   0.42935,  -0.67368,   0.33095,  -0.32312,  -0.34083,   0.87539,  -0.70963,   0.48658,   0.33403,  -0.50507,  -0.63550,   0.31631,  -0.35515,   0.82111,   0.81835,  -0.19614,  -0.69389,  -0.50405,   0.33061,   0.68026,   0.17620,  -0.61572,   0.85371,   0.54687,   0.30091,  -0.33985,  -0.41258,  -0.18929,   0.79576,  -0.09401,   0.05794,   0.27870,  -0.81773,  -0.13088,  -0.11251,  -0.28847,  -0.25716,   0.39345,  -0.66794,  -0.11707,   0.81028,   0.45163,  -0.06279,  -0.49664,   0.02442,  -0.40385,  -0.30950,  -0.43625,  -0.44897,  -0.24581
   0.08706,  -0.20899,  -0.60338,  -0.07021,  -0.03966,  -0.31380,   0.43141,  -0.59086,   0.13054,   0.09104,  -0.24584,   0.65058,  -0.45210,  -0.61401,  -0.07864,  -0.52315,   0.46365,   0.56453,  -0.64985,   0.55213,   0.47843,  -0.67457,  -0.48466,  -0.77245,   0.55551,   0.50764,   0.52203,   0.03564,  -0.64378,  -0.74020,   0.45178,  -0.63997,  -0.67204,   0.38605,  -0.42351,  -0.53875,   0.39176,   0.87191,  -0.83068,  -0.70676,   0.79030,   0.31932,   0.49069,   0.55409,  -0.02854,   0.75757,  -0.38990,  -0.17955,   0.11911,  -0.39175,  -0.48656,   0.79006,  -0.59096,   0.70716,  -0.42135,  -0.53020,  -0.30099,   0.06045,   0.19841,  -0.56916,  -0.71278,   0.92235,   0.60897,   0.36124,  -0.62103,  -0.18802,   0.50596,   0.69068,  -0.54056,   0.42736,   0.26650,  -0.47061,   0.67940,   0.29852,  -0.28841,  -0.31691,  -0.44769,  -0.40599,   0.75915,  -0.46069,  -0.13024,   0.10579,   0.78963,  -0.49670,  -0.12463,   0.18211,  -0.14562,   0.60815,  -0.60419,  -0.06816,   0.40947,   0.64880,   0.71717,   0.04247,  -0.20275,  -0.48738,  -0.06831,  -0.21313,   0.32319,   0.65828,  -0.28702,  -0.80969,  -0.42311,  -0.03858,   0.06558,  -0.40262,  -0.45764,  -0.45570,   0.12509,   0.91525,  -0.69845,   0.35205,   0.67889,  -0.19143,  -0.30747,  -0.60285,  -0.47582,  -0.10077,   0.07015,   0.72854,  -0.00428,  -0.75006,   0.06968,   0.14041,  -0.91497,   0.80601,  -0.24412,  -0.20539
  -0.69071,  -0.37679,  -0.82948,   0.55265,  -0.61259,   0.08453,   0.72355,  -0.57076,  -0.69526,   0.34050,  -0.48749,  -0.31505,   0.52761,   0.09313,  -0.37842,  -0.05839,   0.68328,  -0.52393,  -0.15129,   0.71016,  -0.37955,  -0.79411,   0.29251,   0.79343,  -0.67534,  -0.04188,   0.72197,   0.31587,   0.00041,   0.49783,   0.52478,  -0.69102,  -0.74362,   0.39265,  -0.06333,   0.42706,   0.71794,  -0.29781,   0.53174,   0.75270,  -0.55656,   0.74491,  -0.17856,   0.87777,  -0.30151,   0.20075,  -0.57169,   0.72717,   0.45543,  -0.56146,  -0.54827,  -0.78640,   0.82353,   0.64000,  -0.24619,  -0.12725,  -0.05883,   0.25746,   0.50234,  -0.58208,  -0.81719,   0.44688,  -0.23628,  -0.03111,  -0.20816,   0.63198,   0.02352,   0.41725,   0.93336,  -0.75136,  -0.61600,  -0.10419,  -0.35033,  -0.28594,  -0.41319,  -0.51168,  -0.77249,   0.59006,  -0.37645,  -0.46922,   0.80003,  -0.21788,   0.11135,  -0.19831,  -0.45701,  -0.38607,  -0.18806,   0.58382,  -0.19731,   0.14268,  -0.67608,  -0.82927,   0.67397,   0.71656,  -0.71076,  -0.40394,  -0.41333,   0.66314,   0.42982,   0.82777,   0.88206,  -0.76531,  -0.51507,  -0.01941,   0.63644,  -0.67070,  -0.08396,  -0.32443,   0.23981,   0.50102,  -0.41993,   0.93750,   0.76977,  -0.21544,   0.00976,  -0.51574,  -0.39314,   0.34959,   0.35790,   0.39337,  -0.33750,  -0.59720,  -0.50866,   0.33959,  -0.55902,   0.28856,  -0.65111,   0.14577
  -0.51286,  -0.64423,  -0.82012,   0.36294,  -0.48792,  -0.64340,   0.71263,   0.17513,   0.08162,   0.33739,  -0.35973,  -0.63700,   0.48778,  -0.00020,   0.36449,  -0.44814,   0.82249,  -0.35847,   0.41693,   0.93750,   0.48675,  -0.82639,  -0.60488,  -0.04992,   0.58066,  -0.36057,  -0.47974,   0.55357,  -0.54649,  -0.52892,  -0.50837,   0.25858,  -0.32116,  -0.13651,  -0.07538,   0.66076,  -0.29173,   0.10441,  -0.52610,  -0.90788,   0.80504,  -0.22317,  -0.07957,   0.50720,  -0.28145,   0.25739,  -0.26928,  -0.60739,   0.79211,   0.72819,  -0.62912,  -0.92761,  -0.37612,  -0.66741,  -0.09964,   0.58977,  -0.78281,  -0.13037,   0.27701,  -0.51571,  -0.36703,  -0.33062,   0.44149,  -0.34410,  -0.55311,   0.50918,   0.71924,   0.57345,   0.86401,  -0.43081,  -0.68523,   0.92972,   0.78030,  -0.42021,  -0.74037,  -0.27016,   0.58428,  -0.51081,  -0.47724,  -0.12699,   0.58259,  -0.66556,  -0.43227,  -0.30827,  -0.63804,  -0.39459,   0.16858,   0.74991,   0.20535,  -0.10198,  -0.58560,  -0.61784,   0.86229,   0.34910,   0.76999,  -0.31065,  -0.15181,  -0.43267,  -0.30626,   0.24875,  -0.29373,  -0.44587,   0.05038,  -0.30261,  -0.07386,  -0.30713,  -0.20876,   0.74641,  -0.73794,   0.91591,   0.47696,   0.81736,   0.57319,  -0.22206,   0.12163,  -0.02772,  -0.74763,   0.10163,  -0.18500,   0.43098,  -0.32981,   0.73869,  -0.26314,   0.61510,   0.41104,  -0.42839,   0.37164,  -0.29468
  -0.60001,  -0.14642,  -0.59976,   0.52664,  -0.62046,  -0.57559,   0.78822,   0.58332,  -0.58103,   0.10582,  -0.49590,  -0.02328,  -0.62270,   0.46923,  -0.11915,   0.70312,   0.83251,  -0.18389,   0.82082,  -0.28737,  -0.05167,  -0.81893,  -0.40030,   0.25003,  -0.53639,  -0.11555,  -0.50749,   0.51884,  -0.34063,  -0.61439,   0.16637,  -0.69204,  -0.30357,  -0.53235,  -0.38758,   0.49535,  -0.49786,  -0.21897,   0.09363,  -0.60552,  -0.67118,  -0.36074,  -0.50816,   0.45109,  -0.79637,   0.06519,  -0.23775,   0.20425,   0.21035,  -0.54130,   0.42017,  -0.79010,  -0.63079,   0.54576,   0.06355,  -0.48650,   0.75341,  -0.13720,   0.07822,   0.08576,  -0.27764,   0.55268,   0.80225,   0.79922,   0.66357,   0.62795,  -0.62036,   0.48271,   0.78688,  -0.59050,  -0.55082,   0.16988,   0.70278,   0.22223,  -0.80321,  -0.17681,  -0.03891,   0.54299,  -0.21796,  -0.16534,   0.91966,  -0.57531,   0.52245,   0.05129,   0.86651,  -0.05381,   0.15524,   0.59560,   0.11681,   0.31077,   0.12218,  -0.07940,   0.77903,  -0.47178,   0.04640,  -0.74233,  -0.22022,  -0.47724,   0.12076,   0.73198,  -0.47307,  -0.45196,   0.86722,  -0.64723,   0.16641,  -0.32032,  -0.14855,  -0.22104,   0.51420,  -0.40273,  -0.78924,  -0.33348,  -0.36269,  -0.37825,  -0.66770,  -0.62719,  -0.28283,  -0.27062,   0.13445,  -0.32563,  -0.32382,  -0.34877,   0.86544,   0.41996,   0.31094,  -0.42800,   0.40596,  -0.27347
   0.68218,   0.43538,  -0.62794,  -0.77120,  -0.04165,   0.66045,  -0.74504,   0.11536,   0.76998,   0.54587,  -0.39130,  -0.48271,  -0.54085,  -0.28132,  -0.09360,   0.61369,   0.28091,  -0.65958,  -0.64405,   0.36241,  -0.03937,   0.28893,  -0.07366,  -0.41946,  -0.04410,  -0.63906,   0.03909,  -0.49396,  -0.25009,  -0.52733,  -0.77673,   0.81918,  -0.76018,   0.82875,   0.15525,   0.37502,   0.74341,  -0.76928,   0.20207,  -0.12094,   0.74797,   0.78192,   0.51704,  -0.18254,  -0.48363,   0.02422,  -0.47635,   0.73361,   0.10829,   0.51068,   0.70149,   0.35061,  -0.26882,  -0.58971,   0.72946,   0.52344,  -0.48737,   0.65555,  -0.51587,  -0.32504,  -0.26117,  -0.07803,   0.34139,  -0.18291,   0.36262,  -0.53287,   0.41440,  -0.39462,  -0.21249,   0.64405,  -0.45314,   0.72858,  -0.41391,  -0.79376,   0.43234,   0.08619,   0.54449,   0.07747,  -0.61583,  -0.64059,  -0.28012,   0.39274,   0.38125,   0.84084,  -0.86137,  -0.36974,   0.06578,   0.92884,   0.93570,  -0.38635,   0.37350,   0.06607,  -0.13477,   0.10904,   0.12132,   0.41255,  -0.48892,  -0.40592,  -0.42334,  -0.62058,  -0.24903,  -0.28098,  -0.03571,   0.20837,  -0.65943,  -0.14458,   0.47486,   0.58456,  -0.12759,  -0.62789,   0.10196,  -0.65848,   0.93750,  -0.61735,  -0.29497,   0.25347,   0.93750,  -0.37912,  -0.66723,  -0.05154,  -0.38428,   0.84747,  -0.32106,   0.02168,  -0.58151,   0.59139,  -0.32842,   0.09672
   0.62893,  -0.32010,   0.14436,   0.51998,   0.65841,   0.04661,   0.56015,  -0.10070,   0.14579,  -0.25801,  -0.37081,   0.86812,  -0.55053,  -0.14282,  -0.51437,   0.74669,  -0.02845,  -0.07965,  -0.37223,   0.70372,  -0.10895,   0.75992,  -0.27955,  -0.41213,   0.38423,   0.07225,   0.59747,  -0.85063,  -0.20299,   0.58156,  -0.22569,   0.54643,  -0.48485,   0.24460,   0.55732,  -0.43080,   0.47818,   0.42044,  -0.38665,  -0.56129,   0.64442,   0.55411,   0.03705,   0.31841,  -0.59492,  -0.26661,   0.33451,  -0.49054,   0.22178,  -0.77198,  -0.43412,   0.45639,   0.65731,  -0.65185,   0.87709,   0.57656,   0.29141,   0.39513,  -0.29012,  -0.52535,  -0.37142,  -0.54445,   0.58619,  -0.20183,  -0.89186,  -0.36450,  -0.53791,   0.87139,  -0.60289,   0.08029,  -0.30891,  -0.66701,  -0.41254,   0.74496,  -0.46235,   0.05564,  -0.40297,  -0.51831,   0.14580,  -0.42313,  -0.48948,   0.27984,  -0.56023,  -0.48892,   0.08996,   0.20871,  -0.32886,   0.77778,  -0.38467,   0.78804,   0.20139,   0.87987,  -0.45395,   0.73111,   0.91910,   0.40656,  -0.39882,  -0.14656,  -0.81786,   0.68698,  -0.54675,  -0.12886,  -0.03698,  -0.24278,   0.71313,  -0.19081,  -0.72623,   0.85336,  -0.62822,   0.28020,   0.86638,  -0.79782,   0.92676,   0.61893,   0.18238,  -0.26455,   0.89450,   0.75939,  -0.16816,   0.64576,  -0.61788,   0.23203,   0.03994,  -0.13106,  -0.52518,  -0.59325,   0.60950,   0.25306
   0.56128,  -0.09022,   0.88334,  -0.18018,  -0.33097,   0.11540,  -0.70349,  -0.46700,  -0.30337,  -0.18469,  -0.12761,  -0.37623,   0.50586,  -0.18708,   0.51217,  -0.24418,  -0.22003,  -0.64375,  -0.46405,   0.34138,  -0.63522,   0.75277,   0.66566,  -0.37127,   0.11642,   0.78407,  -0.52567,  -0.53068,  -0.37297,  -0.28339,   0.86347,   0.37417,   0.09064,   0.53785,  -0.42258,  -0.09085,   0.71604,   0.68341,   0.49447,   0.88599,   0.48091,  -0.14745,   0.07149,  -0.51844,  -0.67068,  -0.18666,   0.20353,  -0.50950,   0.93750,  -0.55591,   0.02549,   0.93750,  -0.65645,  -0.17637,   0.74482,  -0.64486,   0.28944,   0.75854,   0.40326,  -0.69668,  -0.25809,  -0.09312,  -0.13914,  -0.16613,   0.48341,   0.22750,  -0.40724,   0.02936,  -0.63486,   0.74526,  -0.59156,   0.38048,   0.22465,   0.51953,   0.58612,   0.05475,   0.78809,  -0.51841,   0.39794,  -0.31600,   0.25337,   0.07598,   0.16115,  -0.49474,  -0.56050,   0.38671,   0.01503,   0.74748,   0.65448,   0.54217,   0.85791,   0.04315,   0.06968,   0.49865,   0.11231,   0.27853,  -0.20684,  -0.62309,  -0.57297,   0.39153,  -0.49359,  -0.40185,   0.79920,   0.60849,   0.01246,  -0.50123,  -0.37983,  -0.32689,  -0.62022,  -0.79517,   0.89880,   0.65351,   0.80721,  -0.71512,   0.57444,   0.58599,  -0.24580,   0.11469,   0.13531,  -0.47818,  -0.11809,   0.67602,   0.61924,  -0.07668,   0.37896,  -0.38225,  -0.06048,  -0.12960
   0.86773,   0.37331,  -0.46220,  -0.28757,  -0.45629,  -0.34831,  -0.00581,   0.70661,  -0.17418,  -0.48762,  -0.49624,  -0.04730,  -0.28577,  -0.65567,   0.08599,  -0.50305,  -0.03557,   0.44658,  -0.07976,  -0.80496,  -0.61086,   0.64450,  -0.25487,  -0.85812,   0.26519,  -0.58497,   0.37864,   0.81848,  -0.46861,  -0.03708,   0.11355,   0.25762,   0.82116,   0.67892,   0.05338,  -0.54734,   0.16115,  -0.71736,   0.72315,  -0.52749,  -0.66958,   0.45819,  -0.08059,  -0.15317,  -0.72891,  -0.63873,  -0.41105,   0.47775,  -0.02584,   0.62227,  -0.52400,   0.61336,   0.88725,  -0.47530,   0.06368,  -0.34485,   0.49923,   0.38422,  -0.43758,  -0.01779,  -0.02317,  -0.37697,   0.01415,  -0.29808,   0.62156,  -0.60603,  -0.49023,  -0.58000,  -0.50863,   0.07929,  -0.03423,  -0.13445,   0.24163,   0.38432,  -0.40726,   0.75646,  -0.75755,  -0.59203,  -0.59592,  -0.71970,   0.25160,   0.00545,   0.74910,   0.64356,   0.93527,   0.74591,  -0.79217,   0.75355,   0.56771,  -0.75780,   0.45637,  -0.47303,  -0.86236,  -0.75325,   0.62459,  -0.54466,   0.21533,  -0.03218,  -0.33830,   0.49451,   0.67538,  -0.14597,   0.40381,   0.54156,  -0.59708,  -0.56806,  -0.14794,  -0.09438,   0.86100,  -0.76282,  -0.33725,  -0.34170,   0.36085,   0.09463,   0.26782,  -0.26369,   0.33221,   0.77073,  -0.63654,   0.05142,  -0.13010,   0.86503,  -0.54956,   0.59675,   0.46913,  -0.39313,   0.04769,   0.60001
